//############################################
// POWERED BY MU ENGINE                                    //
//                    WWW.MUENGINE.ORG                      //
//###########################################

//[Lorencia] Herald Wandering Merchant
//Type	Index	Level	Dur	Skill	Luck	Option		
						
7	5	3	0	0	1	1 	
8	5	3	0	0	1	1 	
9	5	3	0	0	1	1 	
10	5	3	0	0	1	1 	
11	5	3	0	0	1	1 	
7	0	5	0	0	1	1 	
8	0	5	0	0	1	1 	
9	0	5	0	0	1	1 	
10	0	5	0	0	1	1 	
11	0	5	0	0	1	1 	
7	6	6	0	0	1	1 	
8	6	6	0	0	1	1 	
9	6	6	0	0	1	1 	
10	6	6	0	0	1	1 	
11	6	6	0	0	1	1 	
7	8	6	0	0	1	1 	
8	8	6	0	0	1	1 	
9	8	6	0	0	1	1 	
10	8	6	0	0	1	1 	
11	8	6	0	0	1	1 	
7	9	6	0	0	1	1 	
8	9	6	0	0	1	1 	
9	9	6	0	0	1	1 	
10	9	6	0	0	1	1 	
11	9	6	0	0	1	1 	
10	15	6	0	0	1	1 	
11	15	6	0	0	1	1 	
end							
