//############################################
// POWERED BY MU ENGINE                                    //
//                    WWW.MUENGINE.ORG                      //
//###########################################

//[Noria] Elf Lala
//Type	Index	Level	Dur	Skill	Luck	Option		
							
14	0	0	1	0	0	0 	
14	1	0	1	0	0	0 	
14	2	0	1	0	0	0 	
14	3	0	1	0	0	0 	
14	4	0	1	0	0	0 	
14	5	0	1	0	0	0 	
14	6	0	1	0	0	0 	
14	8	0	1	0	0	0 	
14	0	0	3	0	0	0 	
14	1	0	3	0	0	0 	
14	2	0	3	0	0	0 	
14	3	0	3	0	0	0 	
14	4	0	3	0	0	0 	
14	5	0	3	0	0	0 	
14	6	0	3	0	0	0 	
14	8	0	3	0	0	0 	

							
14	0	1	1	0	0	0 	
14	1	1	1	0	0	0 	
14	2	1	1	0	0	0 	
14	3	1	1	0	0	0 	
14	0	1	3	0	0	0 	
14	1	1	3	0	0	0 	
14	2	1	3	0	0	0 	
14	3	1	3	0	0	0 	
						
12	8	0	1	0	0	0 	
12	9	0	1	0	0	0 	
12	10	0	1	0	0	0 	
12	11	0	1	0	0	0 	
12	11	1	1	0	0	0 	
12	11	2	1	0	0	0 	
12	11	3	1	0	0	0 	
12	11	4	1	0	0	0 	
12	17	0	1	0	0	0 	
12	18	0	1	0	0	0 	

							
7	10	3	0	0	1	1 	
8	10	3	0	0	1	1 	
9	10	3	0	0	1	1 	
10	10	3	0	0	1	1 	
11	10	3	0	0	1	1 	
7	11	5	0	0	1	1 	
8	11	5	0	0	1	1 	
9	11	5	0	0	1	1 	
10	11	5	0	0	1	1 	
11	11	5	0	0	1	1 	
7	12	6	0	0	1	1 	
8	12	6	0	0	1	1 	
9	12	6	0	0	1	1 	
10	12	6	0	0	1	1 	
11	12	6	0	0	1	1 	
							
13	29	0	1	0	0	0 	
14	10	0	1	0	0	0 	
							
4	7	0	255	0	0	0 	
4	7	1	255	0	0	0 	
4	7	2	255	0	0	0 	
4	15	0	255	0	0	0 	
4	15	1	255	0	0	0 	
4	15	2	255	0	0	0 	
end							
